samplename,nameid,function entity,property name,property type,function type,function description,full description,abstract,link
NWU-NRosiScience2006-06,6979596,biopolymer,Oligodeoxynucleotide,DNA,imaging function,"Spectroscopy and microscopy of gold nanoparticle conjugate
transfecting C166-EGFP cells expressing EGFP, and  NIH-3T3, and HeLa cells which do not express EGFP.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16709779
NWU-NRosiScience2006-05,6979595,biopolymer,Oligodeoxynucleotide,DNA,imaging function,"Spectroscopy and microscopy of gold nanoparticle conjugate transfecting C166-EGFP cells expressing EGFP, and  NIH-3T3, and HeLa cells which do not express EGFP.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16709779
NWU-NRosiScience2006-05,6979595,biopolymer,Oligodeoxynucleotide,DNA,targeting function,Targeting mRNA sequences coding for enhanced green fluorescent protein (EGFP) expressed in C166-EGFP - murine endothelial cell line,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16709779
NWU-DSeferosJACS2007-02,6979590,biopolymer,Oligonucleotide,DNA,targeting function,"DNA noncomplementary recognition
",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/18034495
NWU-NRosiScience2006-09,6979599,biopolymer,Oligodeoxynucleotide,DNA,imaging function,"Spectroscopy of gold nanoparticle conjugates transfecting
C-166-EGFP cells and gold nanoparticle conjugates after treatment
with Glutathione.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16709779
NWU-NRosiScience2006-09,6979599,biopolymer,Oligodeoxynucleotide,DNA,targeting function,"Targeting mRNA sequences coding for enhanced green fluorescent 
protein (EGFP) expressed in C166-EGFP - murine endothelial cell line",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16709779
NWU-NRosiScience2006-08,6979598,biopolymer,Oligodeoxynucleotide,DNA,targeting function,Noncomplementary recognition,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16709779
NWU-NRosiScience2006-07,6979597,biopolymer,Oligodeoxynucleotide,DNA,targeting function,Noncomplementary recognition,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16709779
NWU-NRosiScience2006-07,6979597,biopolymer,Oligodeoxynucleotide,DNA,imaging function,"Spectroscopy and microscopy of gold nanoparticle conjugate
transfecting RAW 264.7 and MDCK  which do not express EGFP.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16709779
NEU-LWangJNBT2008-01,6979586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GT_EM-HDuanJACS2007-03,6356996,Quantum Dot,Quantum Dot,NaN,imaging function,Imaging quantum dot nanoparticles penetrating Hela cells,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17319667
GT_EM-HDuanJACS2007-03,6356996,Polymer,PEI-g-PEG4,NaN,other,Enables cell penetration through rapid endocytosis,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17319667
GT_EM-HDuanJACS2007-02,6356995,Quantum Dot,Quantum Dot,NaN,imaging function,"Imaging quantum dot nanoparticles penetrating Hela cells
",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17319667
GT_EM-HDuanJACS2007-02,6356995,Polymer,PEI-g-PEG2,NaN,other,Enables cell penetration through rapid endocytosis,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17319667
GT_EM-HDuanJACS2007-01,6356994,Quantum Dot,Quantum DOT,NaN,imaging function,Imaging quantum dot nanoparticles penetrating Hela cells,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17319667
GT_EM-HDuanJACS2007-01,6356994,Polymer,PEI,NaN,other,Enables cell penetration through rapid endocytosis,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17319667
GT_EM-AAgrawalJAFC2007-03,9142326,antibody,Monoclonal Antibody,,targeting function,Targeting recombinant murine TNF-alpha antigen attached to streptavidin coated magnetic microparticle and biotinylated monoclonal murine TNF-alpha antibody conjugate.,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17455953
GT_EM-AAgrawalJAFC2007-03,9142326,Polymer,Yellow-Green Fluorescent Nanoparticle,NaN,imaging function,"Imaging of fluorescent nanoparticle and monoclonal antibody conjugate coupled with  streptavidin coated magnetic microparticle, biotinylated monoclonal murine TNF-alpha antibody, 
and recombinant murine TNF-alpha antigen conjugate.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17455953
GT_EM-AAgrawalJAFC2007-02,6356993,Quantum Dot,Quantum Dot,NaN,imaging function,"Imaging of quantum dot and monoclonal antibody conjugate coupled with  streptavidin coated magnetic microparticle, biotinylated monoclonal murine TNF-alpha antibody,  and recombinant murine TNF-alpha antigen conjugate.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17455953
GT_EM-AAgrawalJAFC2007-02,6356993,antibody,Monoclonal Antibody,,targeting function,"Targeting recombinant murine TNF-alpha antigen attached to streptavidin coated magnetic microparticle and
biotinylated monoclonal murine TNF-alpha antibody conjugate.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17455953
GT_EM-AAgrawalJAFC2007-01,6356992,Quantum Dot,Quantum Dot,NaN,imaging function,"Imaging of quantum dot and monoclonal antibody conjugate coupled with  streptavidin coated magnetic microparticle, biotinylated monoclonal murine TNF-alpha antibody, and recombinant murine TNF-alpha antigen conjugate.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17455953
GT_EM-AAgrawalJAFC2007-01,6356992,antibody,Monoclonal Antibody,,targeting function,"Targeting recombinant murine TNF-alpha antigen attached to streptavidin coated magnetic microparticle and
biotinylated monoclonal murine TNF-alpha antibody conjugate.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/17455953
GT_EM-AAgrawalAC2006-09,9142325,antibody,Monoclonal Antibody,,targeting function,Nanoparticle monoclonal antibody paratope and respiratory syncytial virus antigen epitope form reversible noncovalent bond.,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-09,9142325,Polymer,Red Fluorescent Nanoparticle,NaN,imaging function,Coincidential imaging of fluorescence from both green and red nanoparticles when both particles recognize the same target molecule at two different binding sites.,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-08,9142324,antibody,Monoclonal Antibody,,targeting function,Nanoparticle monoclonal antibody paratope and respiratory syncytial virus antigen epitope form reversible noncovalent bond,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-08,9142324,Polymer,Green Fluorescent Nanoparticle,NaN,imaging function,Coincidential imaging of fluorescence from both green and red nanoparticles when both particles recognize the same target molecule at two different binding sites.,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-07,9142323,Polymer,Red Fluorescent Nanoparticle,NaN,imaging function,Coincidential imaging of fluorescence from both green and red nanoparticles when both particles recognize the same target molecule at two different binding sites.,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-06,5603335,antibody,Biotinylated Monoclonal Antibody,,targeting function,"TNF-alpha antibody paratope and TNF-alpha antigen epitope
form multiple reversible noncovalent bonds.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-06,5603335,Polymer,Green Fluorescent Nanoparticle,NaN,imaging function,Coincidential imaging of fluorescence from both green and red nanoparticles when both particles recognize the same target molecule at two different binding sites.,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-05,5603334,Polymer,Red Fluorescent Nanoparticle,NaN,imaging function,Coincidential imaging of fluorescence from both green and red nanoparticles when both particles recognize the same target molecule at two different binding sites.,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-05,5603334,biopolymer,Oligonucleotide,DNA,targeting function,"Nanoparticle oligonucleotide recognize complementary sequence 
on target DNA.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-04,5603333,Polymer,Green Fluorescent Nanoparticle,NaN,imaging function,"Coincidential imaging of fluorescence from both 
green and red nanoparticles when both particles recognize
the same target molecule at two different binding sites. ",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-04,5603333,biopolymer,Oligonucleotide,DNA,targeting function,"Nanoparticle oligonucleotide recognize complementary sequence 
on target DNA.",NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-03,5603332,Polymer,Green Fluorescent Nanoparticle,NaN,imaging function,,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-02,5603331,Polymer,Green Fluorescent Nanoparticle,NaN,imaging function,,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
GT_EM-AAgrawalAC2006-01,5603330,biopolymer,Oligonucleotide,DNA,imaging function,,NaN,,https://www.ncbi.nlm.nih.gov/pubmed/16478096
MIT_MGH-SShawPNAS2008-43,9142314,small molecule,aminoSPARK680/VT680 ,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-41,9142312,small molecule,VT750,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-40,9142311,small molecule,VT750,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-38,9142309,small molecule,Rhodamine,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-38,9142309,biopolymer,Protamine,peptide,other,Cellular membrane translocation,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-36,9142307,small molecule,AngioSPARK680-IVM,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-35,9142306,small molecule,AminoSPARK680,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-34,9142305,small molecule,AminoSPARK680 ,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-33,9142304,small molecule, AminoSPARK680,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-29,9142300,small molecule,Rhodamine,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-29,9142300,biopolymer,Protamine,protein,other,Cellular membrane translocation,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-28,9142299,small molecule,VT680,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-23,9142294,small molecule,VT680,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-23,9142294,biopolymer,Protamine,peptide,other,Cellular membrane translocation,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-22,9142293,small molecule,VT680,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-20,9142291,small molecule,FITC,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-19,9142290,small molecule,Rhodamine,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-19,9142290,biopolymer,Protamine #1,peptide,other,Cellular membrane translocation,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
MIT_MGH-SShawPNAS2008-17,9142288,small molecule,FITC,NaN,imaging function,,NaN,"Our understanding of the biologic effects (including toxicity) of<br>nanomaterials is incomplete. In vivo animal studies remain the gold<br>standard; however, widespread testing remains impractical, and the<br>development of in vitro assays that correlate with in vivo activity has proven challenging. Here,we demonstrate the feasibility of analyzing in vitro nanomaterial activity in a generalizable, systematic fashion. We assessed nanoparticle effects in a multidimensional manner, using multiple cell types and multiple assays that reflect different aspects of cellular physiology. Hierarchical clustering of these data identifies nanomaterials with similar patterns of biologic activity across a broad sampling of cellular contexts, as opposed to extrapolating from results of a single in vitro assay. We show that this approach yields robust and detailed structure-activity relationships. Furthermore, a subset of nanoparticles were tested in mice, and nanoparticles with similar activity profiles in vitro exert similar effects on monocyte number in vivo. These data suggest a strategy of multidimensional<br>characterization of nanomaterials in vitro that can inform the design<br>of novel nanomaterials and guide studies of in vivo activity.",https://www.ncbi.nlm.nih.gov/pubmed/18492802
